928 97396 
829914 
612879 
287063 
96993 
407315 
335245 
178075 
324623 
371280 
396736 
907065 
349028 
192225 
118236 
268577 
384526 
764776 
169499 
229412 
765547 
575730 
940218 
771150 
295490 
722890 
690291 
446650 
902352 
51250 
940272 
460541 
882459 
265527 
644696 
357216 
668536 
909595 
810780 
389232 
668637 
23613 
821713 
12534 
895292 
964406 
465370 
252702 
978725 
855 
963664 
752777 
70264 
319290 
964085 
902538 
327519 
84500 
453207 
99054 
910486 
417306 
791938 
741733 
714328 
115895 
318510 
608323 
204516 
363575 
515789 
356844 
447432 
467102 
409119 
687382 
545757 
276781 
786059 
167851 
852687 
100375 
254571 
341641 
551179 
76954 
112182 
361427 
43403 
620375 
729891 
389952 
24843 
6333 
165529 
69541 
143944 
488173 
869940 
616735 
860619 
447846 
351428 
560365 
51191 
761265 
645045 
100941 
859442 
6016 
78919 
679004 
930794 
876281 
550132 
129631 
675166 
437531 
742624 
251961 
623338 
963160 
170363 
306079 
158201 
918433 
172825 
322491 
578690 
493383 
101089 
978909 
863422 
248874 
192318 
944282 
877699 
410346 
972845 
764035 
103386 
158144 
552411 
167445 
593938 
228029 
306137 
153369 
930922 
178458 
68780 
171391 
732149 
423638 
611770 
149406 
986549 
178253 
654850 
114847 
476687 
362048 
287896 
501420 
897164 
794563 
782697 
553056 
704895 
302412 
644213 
686571 
283912 
730515 
143126 
527389 
39760 
565120 
901671 
781481 
823503 
502504 
103861 
235955 
170175 
415028 
410521 
593518 
113841 
231642 
147808 
78213 
993419 
707639 
280459 
61706 
17518 
91278 
563508 
323946 
908994 
875504 
495951 
384054 
540327 
501286 
251550 
744732 
989387 
164875 
103320 
31155 
99928 
395287 
879509 
704878 
999413 
610992 
217333 
126645 
395552 
46339 
483604 
572260 
330971 
283654 
376843 
31282 
489688 
888736 
288018 
925751 
884797 
524525 
397965 
495845 
808251 
88176 
770627 
867168 
493833 
109974 
377989 
356511 
91594 
811653 
96720 
856049 
202282 
366975 
382664 
202792 
408164 
560422 
347644 
493624 
488219 
856769 
899055 
59055 
531400 
688061 
547606 
777108 
714235 
159948 
107536 
901935 
898650 
209114 
693072 
823929 
55785 
70173 
260233 
518840 
814997 
251625 
254674 
745775 
891994 
988762 
551098 
682984 
765622 
95156 
278352 
786780 
406099 
188527 
88731 
933652 
526823 
245398 
308725 
34726 
586377 
945795 
601628 
218539 
262172 
257036 
832329 
5114 
795084 
174577 
226342 
241852 
731621 
534923 
418317 
667668 
188568 
95573 
438264 
258915 
886966 
774011 
461515 
443645 
639092 
334250 
539244 
183300 
272112 
883735 
916868 
888878 
609014 
963271 
332920 
997765 
35194 
741333 
710063 
177708 
836038 
675710 
833005 
950192 
787583 
432887 
885239 
223233 
18974 
896224 
796700 
358770 
478773 
81860 
409582 
56935 
406463 
310107 
243343 
627893 
227161 
367167 
758091 
327370 
465348 
879011 
185389 
909891 
261964 
384015 
950910 
193585 
658194 
400806 
946518 
968809 
550233 
699321 
188160 
371341 
287926 
112452 
646769 
442449 
545661 
71608 
808524 
58597 
676453 
20550 
576004 
328300 
348366 
843143 
552671 
390107 
586227 
637943 
692540 
917117 
251797 
149672 
113576 
185391 
755752 
222953 
11507 
861930 
591866 
136444 
827892 
755904 
252619 
984134 
552793 
752521 
357318 
847379 
251552 
546119 
851339 
255070 
22066 
69877 
519320 
75580 
230171 
632333 
310510 
349207 
720632 
191601 
996821 
752913 
744122 
236005 
972418 
880936 
932301 
267001 
560589 
489336 
545000 
728033 
110124 
644315 
781290 
306049 
229847 
971926 
287212 
508623 
943874 
913069 
736703 
239357 
561649 
963296 
444317 
425212 
875528 
650792 
995547 
572446 
594477 
656884 
685321 
641844 
406906 
333745 
834005 
83918 
193279 
141930 
860328 
251609 
397867 
872017 
399283 
47380 
718340 
788222 
746155 
553669 
625114 
300356 
83907 
464494 
221944 
515033 
11438 
955521 
864139 
163157 
483780 
479591 
592879 
220585 
431963 
618540 
140113 
494934 
764724 
746142 
131596 
766822 
46707 
587641 
534010 
973539 
705671 
554568 
694497 
551256 
875488 
110079 
647595 
983186 
38205 
727295 
881929 
117799 
445097 
848390 
211293 
464153 
573490 
569554 
409654 
621522 
756928 
217378 
281574 
99625 
502990 
392176 
550550 
37246 
581260 
886898 
919668 
911120 
655243 
941764 
354944 
776638 
896398 
919308 
824515 
443232 
476888 
927591 
474377 
10515 
616440 
460126 
863793 
820398 
332223 
806867 
140575 
785031 
5755 
417619 
734059 
216996 
129776 
935119 
109986 
831466 
314290 
736787 
305119 
847891 
421061 
515434 
860508 
950284 
522271 
101584 
979769 
621929 
766674 
985704 
838633 
590211 
998507 
348919 
618899 
297496 
858798 
231074 
781760 
976730 
972547 
174421 
837258 
211219 
356001 
39952 
195190 
645167 
106970 
117250 
329445 
905504 
760788 
304990 
813449 
534160 
656992 
266715 
9015 
524778 
470082 
12011 
271036 
217960 
436970 
677957 
994176 
388201 
360 
245654 
318313 
823799 
149556 
592754 
64599 
684344 
327130 
318860 
933723 
630938 
873953 
901381 
511208 
561600 
747957 
57964 
71865 
441871 
463228 
132883 
391113 
287571 
800359 
66832 
71305 
297008 
411123 
111773 
979640 
679912 
200981 
447436 
587189 
911295 
196501 
992911 
122263 
123589 
145650 
290142 
302385 
920795 
659026 
453863 
532483 
262122 
990189 
339465 
173538 
390051 
941612 
723472 
309423 
332371 
608174 
30348 
824890 
99131 
296090 
202034 
212291 
534819 
969168 
333687 
94477 
911745 
970822 
303306 
571347 
433596 
45068 
184405 
996704 
620485 
475180 
15700 
449037 
557420 
701851 
889064 
449421 
720659 
665109 
265740 
349394 
229338 
153952 
158434 
713752 
86264 
649029 
819464 
87248 
698915 
169399 
731345 
735464 
146584 
659541 
224564 
550621 
668277 
233146 
636064 
417920 
906680 
982134 
301300 
721944 
882148 
990344 
135977 
192299 
58377 
871323 
333484 
393616 
373982 
128775 
374870 
746659 
870602 
19092 
710794 
422484 
655491 
553223 
228064 
330054 
69912 
106413 
963052 
466804 
353741 
201022 
251100 
39355 
525365 
977754 
644885 
898077 
609843 
182976 
382995 
547056 
63438 
861362 
997217 
324952 
105530 
144929 
488900 
635621 
31225 
575497 
236636 
47886 
17824 
664691 
962507 
265195 
941644 
385972 
707445 
807090 
66191 
210135 
813045 
922159 
77944 
359227 
968765 
217536 
176711 
954198 
22626 
310191 
342725 
484553 
859109 
590297 
331208 
716863 
565381 
729382 
216483 
8816 
720905 
858738 
129438 
554950 
835089 
725776 
920766 
880339 
185394 
505048 
547900 
807960 
473730 
691489 
279691 
464161 
523533 
258682 
739942 
560613 
23932 
890375 
566207 
792314 
757827 
927242 
744246 
655857 
790993 
290755 
82944 
390351 
573318 
671228 
522988 
71103 
47528 
710322 
816330 
733346 
913886 
303831 
308504 
584440 
45547 
704658 
565998 
127908 
222344 
828253 
660901 
275785 
191497 
196746 
517499 
792465 
321243 
880720 
491361 
849236 
702021 
39759 
592109 
368837 
402326 
734953 
252588 
8691 
624846 
380135 
456229 
359692 
232472 
677555 
223211 
882864 
244412 
958007 
574991 
519739 
893497 
126365 
790611 
585557 
545592 
157461 
706122 
477279 
160331 
572727 
425244 
788376 
280511 
414928 
75960 
676692 
665832 
719652 
154806 
960928 
760478 
360212 
626633 
934631 
3558 
419640 
228575 
362790 
626676 
286416 
119636 
122197 
477514 
500254 
555212 
767038 
107548 
306443 
160694 
820820 
52014 
267379 
780446 
392476 
10656 
532557 
548862 
332654 
803771 
587205 
558412 
257136 
958890 
74925 
108835 
919718 
755069 
190538 
763544 
1719 
71244 
516067 
500840 
121021 
79445 
129360 
106289 
206810 
345906 
709897 
968277 
432982 
434964 
539842 
357715 
15494 
135850 
556083 
693283 
602633 
619038 
377756 
800957 
598813 
887673 
657854 
149420 
584893 
90988 
261538 
996845 
638842 
925985 
87461 
123648 
463078 
833719 
455597 
752600 
863818 
149230 
345306 
331684 
413224 
463294 
251422 
979529 
24182 
184854 
622259 
727694 
475067 
79228 
826769 
803467 
718063 
392099 
195804 
243010 
108704 
683863 
74551 
10085 
263230 
244932 
42726 
166458 
945403 
905446 
237681 
596590 
525603 
909305 
182549 
562528 
183548 
447017 
73104 
848816 
94000 
999474 
329886 
166430 
721596 
346272 
482941 
868839 
453656 
161522 
329909 
948738 
578197 
695847 
396326 
783358 
244809 
953820 
738362 
569908 
483607 
258985 
630781 
301825 
59924 
61158 
273067 
430955 
950537 
4948 
37827 
311352 
563173 
472613 
838281 
274677 
360808 
639810 
971039 
298514 
757747 
550515 
626184 
704856 
331902 
319900 
232933 
101804 
767054 
905586 
280094 
198558 
734719 
826942 
835323 
731753 
73758 
35127 
375792 
798603 
303547 
874175 
242671 
257641 
450691 
590148 
992877 
420449 
536900 
824215 
985157 
994502 
121743 
855521 
683349 
894994 
697022 
838669 
596976 
43407 
579870 
711178 
785195 
363056 
323025 
348326 
601158 
500199 
857134 
996849 
820071 
573168 
777034 
509216 
89080 
298938 
177239 
789889 
694440 
730873 
148756 
852162 
695571 
895481 
635964 
294797 
867962 
297175 
324329 
878106 
979106 
905928 
264681 
5296 
320277 
149801 
327491 
951413 
563508 
298275 
684220 
705353 
247829 
874989 
196713 
493965 
363088 
40165 
303348 
944555 
395557 
321382 
242054 
291867 
872617 
542659 
861315 
297840 
855111 
261224 
684423 
445281 
982787 
373739 
461765 
974865 
997763 
68291 
90035 
914389 
978917 
80467 
149158 
535993 
360339 
173980 
882258 
519137 
188500 
37195 
911389 
763616 
311274 
526453 
624765 
602376 
293740 
790232 
204119 
313555 
729711 
909692 
939504 
224915 
561453 
438435 
448254 
409177 
158300 
578532 
681455 
889132 
139839 
587986 
583397 
667371 
274494 
324763 
250659 
359512 
301682 
725719 
952145 
63598 
784500 
32050 
847805 
885633 
432826 
263368 
504611 
972035 
425776 
679393 
217122 
336273 
106771 
268998 
179793 
528501 
265777 
73494 
992542 
953183 
149087 
369000 
608795 
562893 
736039 
92957 
722437 
378737 
6252 
72984 
36924 
786626 
183521 
755859 
191064 
348477 
520570 
464338 
474916 
123858 
709812 
190743 
235361 
697582 
841880 
577992 
28207 
207750 
277404 
409463 
656948 
443802 
770339 
571519 
411960 
656606 
73148 
625317 
717988 
935780 
471185 
856962 
944851 
855871 
502543 
87212 
565383 
681882 
38851 
606001 
58632 
228601 
702491 
58624 
391923 
57391 
250202 
675725 
380604 
266363 
796122 
576075 
130992 
197820 
618577 
167994 
765703 
291764 
655215 
87014 
746150 
275011 
966300 
816316 
684523 
106433 
109681 
783774 
81800 
374657 
54901 
740063 
191138 
987509 
591718 
876527 
45003 
63238 
586646 
306121 
684500 
954696 
953909 
895394 
715216 
768554 
488124 
301145 
910994 
277072 
336200 
354953 
423021 
106463 
27960 
554442 
385809 
666938 
741714 
516878 
521583 
473002 
456026 
612632 
642854 
259271 
555525 
823046 
71600 
698989 
873804 
199345 
273909 
701901 
683757 
694442 
269043 
330759 
798104 
748657 
442884 
860585 
29329 
931805 
342251 
980399 
610373 
834421 
743180 
734924 
952318 
130583 
876104 
932415 
254350 
890017 
179224 
999373 
343562 
459168 
895618 
14476 
604000 
189013 
140130 
580860 
296982 
409174 
679489 
481206 
875385 
27457 
157889 
245821 
918540 
422852 
429123 
683984 
738113 
556413 
851894 
408573 
442078 
801176 
688741 
621218 
474050 
311967 
660676 
837359 
291287 
704228 
527317 
441039 
501048 
910949 
567341 
54701 
454413 
858023 
190387 
783129 
919239 
408862 
188194 
309694 
825526 
710593 
745194 
812453 
593613 
127155 
356631 
127550 
399499 
533177 
48841 
563023 
737312 
160536 
260174 
31747 
652503 
627472 
97340 
313271 
872052 
959941 
629728 
810624 
94539 
422252 
520977 
718849 
739210 
871468 
971717 
422473 
179227 
290148 
363164 
690774 
911956 
651024 
917481 
371915 
66925 
825215 
435693 
61777 
846884 
145889 
554240 
175590 
772597 
869896 
470267 
692418 
922924 
264927 
957267 
380420 
277031 
611744 
930370 
613364 
604414 
51577 
398813 
724165 
663237 
230366 
711775 
199692 
476636 
661563 
121392 
174708 
598352 
669338 
74484 
764922 
660743 
674377 
87844 
528225 
968565 
933412 
864060 
919407 
240051 
746186 
646532 
349156 
834038 
123624 
311795 
808206 
335587 
282795 
821742 
842611 
864766 
812535 
454183 
764264 
573585 
185481 
859157 
13457 
683219 
9329 
650733 
471112 
254822 
353352 
955337 
466984 
386328 
982048 
42624 
225650 
95154 
996618 
29042 
159907 
320308 
582396 
296133 
127370 
686935 
968683 
112128 
344505 
945378 
584535 
692058 
954803 
154992 
95292 
663657 
690922 
549836 
834183 
485331 
102835 
520229 
970480 
32759 
425388 
496253 
943518 
308133 
384138 
876829 
829153 
206619 
75263 
897591 
548113 
560916 
473003 
85531 
462056 
126918 
706533 
359731 
525803 
949754 
802240 
656565 
381842 
962832 
822380 
280742 
144730 
31873 
395749 
386132 
595363 
378156 
520540 
58672 
260623 
927431 
164796 
3407 
109395 
526975 
115905 
117431 
199641 
605038 
478328 
462308 
910775 
318422 
278453 
920818 
447003 
457237 
216715 
739396 
133129 
124153 
288465 
518914 
943426 
441088 
953247 
990530 
974703 
66718 
72535 
75156 
789831 
917827 
153200 
681054 
662107 
326091 
456879 
235334 
142715 
707171 
335775 
262793 
904965 
799062 
25245 
793104 
341992 
274233 
730493 
22209 
457048 
592709 
483003 
406891 
415607 
949532 
781326 
665248 
193603 
558080 
476406 
390318 
939295 
638549 
903055 
276217 
519948 
924378 
57172 
583673 
824731 
790041 
714431 
108107 
26806 
679132 
245535 
163333 
429193 
97280 
334886 
736451 
46215 
244482 
572979 
175340 
631981 
518717 
666255 
47055 
268660 
203579 
464887 
706097 
928704 
467471 
813167 
361156 
955913 
45945 
82504 
409792 
312694 
141759 
942546 
892859 
796595 
937258 
754581 
294098 
651836 
763049 
46946 
61242 
74302 
723308 
649809 
566808 
980815 
14088 
435483 
74984 
2610 
553018 
581752 
243134 
876991 
461829 
513137 
55458 
372864 
81722 
148917 
266927 
445444 
637174 
821800 
152378 
76756 
121260 
944678 
682221 
195284 
195663 
198424 
868279 
319738 
177318 
983892 
483365 
281058 
725868 
67996 
406958 
980744 
129813 
527990 
77372 
755828 
187720 
6460 
199782 
489373 
666679 
909587 
827406 
173386 
379871 
296464 
295804 
536155 
92042 
612004 
77461 
372721 
71676 
749039 
961257 
490885 
273830 
57194 
21753 
822738 
117410 
773034 
313961 
10525 
338488 
444780 
398165 
57275 
723583 
254254 
457298 
538763 
200595 
708844 
299881 
561668 
457636 
47085 
516546 
602491 
544638 
9480 
684154 
609500 
606862 
44738 
600133 
426244 
71250 
569281 
128089 
989076 
912668 
365538 
926618 
347066 
615068 
985948 
380599 
328298 
861589 
423523 
74542 
280329 
775115 
888202 
581602 
696026 
913429 
9606 
555643 
983859 
660576 
340052 
190353 
459289 
931354 
859838 
53379 
721927 
922786 
750284 
317786 
141634 
150472 
513878 
103198 
325651 
991782 
266222 
799671 
35334 
540636 
314354 
380474 
57652 
455887 
859073 
218465 
514959 
992374 
192725 
63399 
719977 
380415 
169875 
285017 
929749 
975743 
573245 
684000 
251141 
371203 
854679 
172908 
191352 
451105 
681257 
335350 
728509 
923454 
256177 
104625 
899392 
647864 
801979 
597782 
872713 
497934 
378567 
915931 
696246 
239980 
700081 
694613 
51044 
541269 
51259 
270781 
429709 
702717 
195461 
933316 
155325 
719649 
642102 
271468 
916795 
19434 
363432 
956446 
599297 
98334 
766328 
330524 
443064 
69326 
101573 
49496 
423588 
570998 
600467 
724706 
86612 
927703 
613579 
911728 
815837 
953361 
827553 
84364 
802462 
552087 
980461 
393072 
752143 
193850 
905379 
246516 
756092 
851601 
902779 
113734 
926514 
319948 
698126 
213946 
340322 
552701 
423616 
349129 
907039 
719004 
270413 
387897 
65225 
732228 
311748 
60049 
282380 
155875 
664608 
14615 
429746 
108245 
258787 
52081 
223996 
127940 
565360 
652356 
876292 
698571 
798351 
179285 
331278 
515295 
402985 
53572 
168144 
946311 
324193 
591022 
412165 
314319 
590002 
192513 
830172 
553476 
137527 
51761 
653368 
618772 
862797 
273002 
220185 
95599 
357990 
975156 
134104 
967316 
601497 
502835 
929842 
34518 
104346 
873659 
993236 
338262 
319 
80661 
209384 
394433 
737611 
904790 
970051 
521441 
272401 
128183 
800203 
755905 
582386 
144592 
489958 
750331 
604609 
780491 
907903 
66436 
637688 
645453 
134682 
897608 
732141 
698067 
309306 
68819 
48980 
904472 
745196 
708114 
927668 
833770 
591855 
605374 
148871 
296818 
782314 
329768 
68072 
204208 
692911 
382894 
158130 
949743 
717630 
779608 
96132 
304592 
86654 
432823 
947445 
641613 
455585 
211217 
353639 
99983 
128321 
183182 
594873 
940452 
913207 
555903 
506576 
26357 
539144 
337907 
71703 
462130 
930120 
433244 
377949 
325841 
542411 
71024 
863550 
618567 
777719 
361589 
95663 
312995 
600845 
448720 
991317 
921219 
386320 
881794 
888512 
46132 
828366 
1438 
116169 
89728 
127432 
705100 
366293 
874983 
331956 
444962 
955916 
292099 
157300 
847877 
334179 
629003 
625330 
32948 
580341 
668289 
303969 
380583 
167700 
107660 
756658 
461174 
463644 
254645 
586182 
278647 
943291 
802971 
575303 
944234 
726798 
382271 
939948 
453030 
449790 
443522 
827350 
582411 
839582 
781775 
827738 
588004 
241420 
617311 
99889 
497013 
196480 
776664 
662417 
943971 
372114 
391468 
142492 
595206 
379422 
57314 
817182 
535560 
849109 
168441 
283739 
332482 
575992 
922443 
307851 
789365 
169927 
211500 
71559 
587474 
550404 
101988 
892019 
430709 
386918 
732004 
190699 
191490 
174299 
608965 
306695 
322203 
133 
108169 
755198 
989972 
